id,pub.type,year,citation,chron,dsid
7235,Master's Thesis,1991,"Zebryk, T.M. 1991. Holocene development of a forested wetland in central Massachusetts. Master's thesis. Harvard University, Cambridge, Massachusetts, USA.",Calibrated radiocarbon years BP,15325
7787,Journal Article,2007,"Lindbladh, M., W.W. Oswald, D.R. Foster, E.K. Faison, J. Hou, and Y. Huang. 2007. A late-glacial transition from Picea glauca to Picea mariana in southern New England. Quaternary Research 67(3):502-508. [DOI: 10.1016/j.yqres.2007.01.010]",Calibrated radiocarbon years BP,15327
7801,Journal Article,2002,"Grigg, L.D., and C. Whitlock. 2002. Patterns and causes of millennial-scale climate change in the Pacific Northwest during Marine Isotope Stages 2 and 3. Quaternary Science Reviews 21:2067-2083.",Calibrated radiocarbon years BP,15344
747,Legacy,1982,"Ibe, R.A. 1982. Quaternary palynology of five lacustrine deposits in the Catskill Mountain region of New York. Dissertation. New York University, New York, New York, USA..",Calibrated radiocarbon years BP,15350
747,Legacy,1982,"Ibe, R.A. 1982. Quaternary palynology of five lacustrine deposits in the Catskill Mountain region of New York. Dissertation. New York University, New York, New York, USA..",Calendar years BP,15353
747,Legacy,1982,"Ibe, R.A. 1982. Quaternary palynology of five lacustrine deposits in the Catskill Mountain region of New York. Dissertation. New York University, New York, New York, USA..",Calendar years BP,15354
7809,Journal Article,2008,"Jimenez-Moreno, G., P.J. Fawcett, and R.S. Anderson. 2008. Millennial and centennial scale vegetation and climate changes during the late Pleistocene and Holocene from northern New Mexico (USA). Quaternary Science Reviews 27:1442-1452.",Calibrated radiocarbon years BP,15356
7812,Master's Thesis,2007,"Louderback, L.A. 2007. Changes in vegetation and human adaptation from the latest Pleistocene to late Holocene in the Eastern Great Basin: The Blue Lake pollen record. Master's thesis. University of Nevada, Reno, Nevada, USA.",Calibrated radiocarbon years BP,15368
7815,Journal Article,2009,"Bernhardt, C.E., and D.A. Willard. 2009. Response of the Everglades ridge and slough landscape to climate variability and 20th-century water management. Ecological Applications 19(7):1723-1738.",Calibrated radiocarbon years BP,15371
7815,Journal Article,2009,"Bernhardt, C.E., and D.A. Willard. 2009. Response of the Everglades ridge and slough landscape to climate variability and 20th-century water management. Ecological Applications 19(7):1723-1738.",Calibrated radiocarbon years BP,15377
7815,Journal Article,2009,"Bernhardt, C.E., and D.A. Willard. 2009. Response of the Everglades ridge and slough landscape to climate variability and 20th-century water management. Ecological Applications 19(7):1723-1738.",Calibrated radiocarbon years BP,15379
7815,Journal Article,2009,"Bernhardt, C.E., and D.A. Willard. 2009. Response of the Everglades ridge and slough landscape to climate variability and 20th-century water management. Ecological Applications 19(7):1723-1738.",Calibrated radiocarbon years BP,15381
7815,Journal Article,2009,"Bernhardt, C.E., and D.A. Willard. 2009. Response of the Everglades ridge and slough landscape to climate variability and 20th-century water management. Ecological Applications 19(7):1723-1738.",Calibrated radiocarbon years BP,15383
7817,Journal Article,2008,"Anderson, R.S., S.J. Smith, R.B. Jass, and W.G. Spaulding. 2008. A late Holocene record of vegetation and climate from a small wetland in Shasta County, California. Madrono 55(1):15-25.",Calibrated radiocarbon years BP,15385
7824,Journal Article,1998,"Anderson, R.S., and B.F. Byrd. 1998. Late-Holocene vegetation changes from the Las Flores Creek coastal lowlands, San Diego County, California. Madrono 45(2):171-182.",Calibrated radiocarbon years BP,15396
7836,Journal Article,1997,"Hu, F.S., H.E. Wright, Jr., E. Ito, and K. Lease. 1997. Climatic effects of glacial Lake Agassiz in the midwestern United States during the last deglaciation. Geology 25(3):207-210. [DOI: 10.1130/0091-7613(1997)025<0207:CEOGLA>2.3.CO;2]",Calibrated radiocarbon years BP,15403
7821,Doctoral Dissertation,2003,"Carlson, L.J. 2003. Describing the postglacial pattern and rate of Picea expansion in Alaska using paleoecological records. Doctoral dissertation. University of Washington, Seattle, Washington, USA.",Calibrated radiocarbon years BP,15406
7837,Journal Article,1994,"Koehler, P.A., and R.S. Anderson. 1994. The paleoecology and stratigraphy of Nichols Meadow, Sierra National Forest, California, USA. Palaeogeography, Palaeoclimatology, Palaeoecology 112:1-17.",Calibrated radiocarbon years BP,15408
7837,Journal Article,1994,"Koehler, P.A., and R.S. Anderson. 1994. The paleoecology and stratigraphy of Nichols Meadow, Sierra National Forest, California, USA. Palaeogeography, Palaeoclimatology, Palaeoecology 112:1-17.",Calibrated radiocarbon years BP,15410
7838,Journal Article,2006,"Anderson, R.S., D.J. Hallett, E. Berg, R.B. Jass, J.L. Toney, C.S. de Fontaine, and A. DeVolder. 2006. Holocene development of Boreal forests and fire regimes on the Kenai Lowlands of Alaska. The Holocene 16(6):791-803.",Calibrated radiocarbon years BP,15413
7275,Journal Article,2011,"Lynch, E.A., S.C. Hotchkiss, and R. Calcote. 2011. Charcoal signatures defined by multivariate analysis of charcoal records from 10 lakes in northwest Wisconsin (USA). Quaternary Research 75(1):125-137. [DOI: 10.1016/j.yqres.2010.08.007]",Calendar years BP,15479
6219,Journal Article,2009,"Hupy, C.M., and C.H. Yansa. 2009. Late Holocene vegetation history of the forest tension zone in central Lower Michigan, USA. Physical Geography 30(3):205-235. [DOI: 10.2747/0272-3646.30.3.205]",Calibrated radiocarbon years BP,15487
7281,Journal Article,2006,"Lynch, E.A., R. Calcote, and S. Hotchkiss. 2006. Late-Holocene vegetation and fire history from Ferry Lake, northwestern Wisconsin, USA. The Holocene 16(4):495-504.",Calibrated radiocarbon years BP,15489
6219,Journal Article,2009,"Hupy, C.M., and C.H. Yansa. 2009. Late Holocene vegetation history of the forest tension zone in central Lower Michigan, USA. Physical Geography 30(3):205-235. [DOI: 10.2747/0272-3646.30.3.205]",Calibrated radiocarbon years BP,15492
6056,Doctoral Dissertation,2002,"Wahl, E.R. 2002. Paleoecology and testing of paleoclimate hypotheses in southern California during the Holocene. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Calibrated radiocarbon years BP,15494
6056,Doctoral Dissertation,2002,"Wahl, E.R. 2002. Paleoecology and testing of paleoclimate hypotheses in southern California during the Holocene. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Calibrated radiocarbon years BP,15506
6219,Journal Article,2009,"Hupy, C.M., and C.H. Yansa. 2009. Late Holocene vegetation history of the forest tension zone in central Lower Michigan, USA. Physical Geography 30(3):205-235. [DOI: 10.2747/0272-3646.30.3.205]",Calibrated radiocarbon years BP,15511
11191,Book Chapter,1987,"Fredlund, G.G., and P.J. Jaumann. 1987. Late Quaternary palynological and paleobotanical records from the central Great Plains. Pages 167-178 in W.C. Johnson, editor. Quaternary environments of Kansas. Guidebook Series 5. Kansas Geological Survey, Lawrence, Kansas, USA. Notes: Midwest Friends of the Pleistocene 33rd Field Conference 1986",Calibrated radiocarbon years BP,15513
7854,Journal Article,1999,"Doerner, J.P., and P.E. Carrara. 1999. Deglaciation and postglacial vegetation history of the West Mountains, west- central Idaho, U.S.A. Arctic, Antarctic, and Alpine Research 31:303-311.",Calibrated radiocarbon years BP,15580
7855,Journal Article,2001,"Doerner, J.P., and P.E. Carrara. 2001. Late Quaternary vegetation and climatic history of the Long Valley area, west-central Idaho, U.S.A. Quaternary Research 56:103-111.",Calibrated radiocarbon years BP,15586
7856,Journal Article,1996,"Clark, J.S., P.D. Royall, and C. Chumbley. 1996. The role of fire during climate change in an eastern deciduous forest at Devil's Bathtub, New York. Ecology 77:2148-2166.",Calibrated radiocarbon years BP,15588
6056,Doctoral Dissertation,2002,"Wahl, E.R. 2002. Paleoecology and testing of paleoclimate hypotheses in southern California during the Holocene. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Calibrated radiocarbon years BP,15591
6056,Doctoral Dissertation,2002,"Wahl, E.R. 2002. Paleoecology and testing of paleoclimate hypotheses in southern California during the Holocene. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Calibrated radiocarbon years BP,15594
7635,Journal Article,2003,"Lynch, J.A., J.S. Clark, N.H. Bigelow, M.E. Edwards, and B.P. Finney. 2003. Geographic and temporal variations in fire history in boreal ecosystems of Alaska. Journal of Geophysical Research: Atmospheres 108(D1):8152. [DOI: 10.1029/2001JD000332]",Calibrated radiocarbon years BP,15627
7875,Journal Article,2006,"Colman, S.M., D.S. Kaufman, J. Bright, C. Heil, J.W. King, W.E. Dean, J.G. Rosenbaum, R.M. Forester, J.L. Bischoff, M. Perkins, and J.P. McGeehin. 2006. Age model for a continuous, ca 250-ka Quaternary lacustrine record from Bear Lake, Utah-Idaho. Quaternary Science Reviews 25:2271-2282.",Calibrated radiocarbon years BP,15628
7878,Authored Report,2006,"Bernhardt, C.E., and D.A. Willard. 2006. Marl prairie vegetation response to 20th century hydrologic change. U.S. Geological Survey Open-File Report 2006-135, U.S.G.S., Reston, Virginia, USA.",Calibrated radiocarbon years BP,15637
7878,Authored Report,2006,"Bernhardt, C.E., and D.A. Willard. 2006. Marl prairie vegetation response to 20th century hydrologic change. U.S. Geological Survey Open-File Report 2006-135, U.S.G.S., Reston, Virginia, USA.",Calibrated radiocarbon years BP,15639
7879,Book Chapter,2004,"Albert, B.M. 2004. Pollen analyses of Middle to Late Holocene palaeo-channel deposits from the Big Sandy Creek flood plain adjacent to 41UR77 in Upshur County, Texas. Pages 81-95 in K.L. Perttula and R.A. Ricklis, editors. Archaeological Testing at 41UR77 on Big Sandy Creek, Upshur County, Texas. Coastal Environments. Corpus Christi, Texas, USA.",Calibrated radiocarbon years BP,15641
7884,Master's Thesis,1997,"Mohr, J.A. 1997. Postglacial vegetation and fire history near Bluff Lake, Klamath Mountains, California.. Master's thesis. University of Oregon, Eugene, Oregon, USA.",Calibrated radiocarbon years BP,15646
7896,Doctoral Dissertation,1996,"Edlund, E.G. 1996. Late Quaternary environmental history of montane forests of the Sierra Nevada. Doctoral dissertation. University of California Berkeley, Berkeley, California, USA.",Calibrated radiocarbon years BP,15680
7905,Doctoral Dissertation,2009,"Tedford, R.A. 2009. A multi-proxy approach to investigating the latest Holocene (4,500 yrs BP) vegetational history of Catahoula Lake, Louisiana. Doctoral dissertation. Louisiana State University, Baton Rouge, Louisiana, USA.",Calibrated radiocarbon years BP,15696
7898,Doctoral Dissertation,2009,"Tedford, R.A. 2009. A multi-proxy approach to investigating the latest Holocene (4,500 yrs BP) vegetational history of Catahoula Lake, Louisiana. Doctoral dissertation. Louisiana State University, Baton Rouge, Louisiana, USA.",Calibrated radiocarbon years BP,15684
7906,Book Chapter,1990,"Mehringer, P.J., Jr., and P.E. Wigand. 1990. Comparison of late Holocene environments from woodrat middens and pollen. Pages 294-325 in J.L. Betancourt, T.R. Van Devender, and P.S. Martin, editors. Packrat middens: the last 40,000 years of biotic change. University of Arizona Press, Tucson, Arizona, USA.",Calibrated radiocarbon years BP,21393
7906,Book Chapter,1990,"Mehringer, P.J., Jr., and P.E. Wigand. 1990. Comparison of late Holocene environments from woodrat middens and pollen. Pages 294-325 in J.L. Betancourt, T.R. Van Devender, and P.S. Martin, editors. Packrat middens: the last 40,000 years of biotic change. University of Arizona Press, Tucson, Arizona, USA.",Calibrated radiocarbon years BP,21396
7921,Journal Article,2007,"Minckley, T.A., C. Whitlock, and P.J. Bartlein. 2007. Vegetation, fire, and climate history of the northwestern Great Basin during the last 14,000 years. Quaternary Science Reviews 26:2167-2184.",Calibrated radiocarbon years BP,15715
7924,Doctoral Dissertation,1997,"Bigelow, N.H. 1997. Late-Quaternary vegetation and climate in Central Alaska. Doctoral dissertation. University of Alaska, Fairbanks, Alaska, USA.",Calibrated radiocarbon years BP,15724
7926,Journal Article,2010,"Rippke, M.B., M.T. Distler, and J.M. Farrell. 2010. Holocene vegetation dynamics of an upper St. Lawrence River wetland: Paleoecological evidence for a recent increase in cattail (Typha). Wetlands 30:805-816.",Calibrated radiocarbon years BP,15732
7896,Doctoral Dissertation,1996,"Edlund, E.G. 1996. Late Quaternary environmental history of montane forests of the Sierra Nevada. Doctoral dissertation. University of California Berkeley, Berkeley, California, USA.",Calibrated radiocarbon years BP,15734
7674,Journal Article,2000,"Davis, M., C. Douglas, R. Calcote, K.L. Cole, M.G. Winkler, and R. Flakne. 2000. Holocene climate in the western Great Lakes national parks and lakeshores: implications for future climate change. Conservation Biology 14(4):968-983. [DOI: 10.1046/j.1523-1739.2000.99219.x]",Calibrated radiocarbon years BP,15740
7931,Journal Article,1993,"Liu, K., and M.L. Fearn. 1993. Lake-sediment record of late Holocene hurricane activities from coastal Alabama. Geology 21(9):793-796. [DOI: 10.1130/0091-7613(1993)021<0793:LSROLH>2.3.CO;2]",Calibrated radiocarbon years BP,15750
7934,Authored Report,2004,"Athens, J.S., J.V. Ward, and D.W. Blinn. 2004. Holocene paleoenvironment of Laysan Island, Northwestern Hawaiian Islands. Pacific Islands Ecoregion, Division of Ecological Services, U.S. Fish and Wildlife Service, Honolulu, Hawaii, USA.",Calibrated radiocarbon years BP,15757
7921,Journal Article,2007,"Minckley, T.A., C. Whitlock, and P.J. Bartlein. 2007. Vegetation, fire, and climate history of the northwestern Great Basin during the last 14,000 years. Quaternary Science Reviews 26:2167-2184.",Calibrated radiocarbon years BP,15762
7939,Journal Article,2002,"Foster, D.R., S. Clayden, D.A. Orwig, B. Hall, and S. Barry. 2002. Oak, chestnut and fire: climatic and cultural controls of long-term forest dynamics in New England, USA. Journal of Biogeography 29:1359-1379.",Calibrated radiocarbon years BP,15764
7896,Doctoral Dissertation,1996,"Edlund, E.G. 1996. Late Quaternary environmental history of montane forests of the Sierra Nevada. Doctoral dissertation. University of California Berkeley, Berkeley, California, USA.",Calibrated radiocarbon years BP,15766
7943,Journal Article,2007,"Long, C.J., C. Whitlock, and P.J. Bartlein. 2007. Holocene vegetation and fire history of the Coast Range, western Oregon, USA. The Holocene 17:917-926.",Calibrated radiocarbon years BP,15768
7896,Doctoral Dissertation,1996,"Edlund, E.G. 1996. Late Quaternary environmental history of montane forests of the Sierra Nevada. Doctoral dissertation. University of California Berkeley, Berkeley, California, USA.",Calibrated radiocarbon years BP,15776
7945,Journal Article,1999,"Davis, O.K. 1999. Pollen analysis of a late-glacial and Holocene sediment core from Mono Lake, Mono County, California. Quaternary Research 52:243-249.",Calibrated radiocarbon years BP,15778
7959,Master's Thesis,2001,"Rohr, M. 2001. Paleoenvironmental changes at treeline: A 6,500 year long pollen and stable isotope record. Master's thesis. University of Alaska, Fairbanks, Alaska, USA.",Calibrated radiocarbon years BP,15811
7959,Master's Thesis,2001,"Rohr, M. 2001. Paleoenvironmental changes at treeline: A 6,500 year long pollen and stable isotope record. Master's thesis. University of Alaska, Fairbanks, Alaska, USA.",Calibrated radiocarbon years BP,15814
7963,Journal Article,2000,"McLachlan, J.S., D.R. Foster, and F. Menalled. 2000. Anthropogenic ties to late-successional structure and composition in four New England hemlock stands. Ecology 81(3):717-733.",Calendar years BP,15820
7963,Journal Article,2000,"McLachlan, J.S., D.R. Foster, and F. Menalled. 2000. Anthropogenic ties to late-successional structure and composition in four New England hemlock stands. Ecology 81(3):717-733.",Calendar years BP,15821
7964,Master's Thesis,2008,"Hathorn, J.H. 2008. Paleoecology and paleotempestology of the Pascagoula Marsh, Mississippi. Master's thesis. Louisiana State University, Baton Rouge, Louisiana, USA.",Calibrated radiocarbon years BP,15825
7635,Journal Article,2003,"Lynch, J.A., J.S. Clark, N.H. Bigelow, M.E. Edwards, and B.P. Finney. 2003. Geographic and temporal variations in fire history in boreal ecosystems of Alaska. Journal of Geophysical Research: Atmospheres 108(D1):8152. [DOI: 10.1029/2001JD000332]",Calibrated radiocarbon years BP,15827
7967,Doctoral Dissertation,1999,"LaMoreaux, H.K. 1999. Human-environmental relationships in the coastal plain of Georgia based on high-resolution paleoenvironmental records from three peat deposits. Doctoral dissertation. University of Georgia, Athens, Georgia, USA.",Calibrated radiocarbon years BP,15831
7963,Journal Article,2000,"McLachlan, J.S., D.R. Foster, and F. Menalled. 2000. Anthropogenic ties to late-successional structure and composition in four New England hemlock stands. Ecology 81(3):717-733.",Calendar years BP,15856
7963,Journal Article,2000,"McLachlan, J.S., D.R. Foster, and F. Menalled. 2000. Anthropogenic ties to late-successional structure and composition in four New England hemlock stands. Ecology 81(3):717-733.",Calendar years BP,15857
7979,Book Chapter,2005,"Albert, B.M. 2005. Pollen analyses of marine and riverine deposits from Swan Lake, adjacent to 41AS5, Aransas County, Texas.R...A. Ricklis, editor. Archaeological testing of the East End of Site 41AS5, Aransas County, Texas Corpus Christi, Texas Coastal Environments.",Radiocarbon years BP,15864
7990,Journal Article,1999,"Davis, O.K. 1999. Pollen analysis of Tulare Lake, California: Great Basin-like vegetation in Central California during the full-glacial and early Holocene. Review of Palaeobotany and Palynology 107:249-257.",Calibrated radiocarbon years BP,15876
7991,Journal Article,2011,"Long, C.J., M.J. Power, and P.J. Bartlein. 2011. The effects of fire and tephra deposition on forest vegetation in the Central Cascades, Oregon. Quaternary Research 75:151-158.",Calibrated radiocarbon years BP,15878
7282,Journal Article,2009,"Tweiten, M.A., S.C. Hotchkiss, R.K. Booth, R. Calcote, and E.A. Lynch. 2009. The response of a jack pine forest to late-Holocene climate variability in northwestern Wisconsin. The Holocene 19(7):1049-1061.",Calibrated radiocarbon years BP,15882
6122,Journal Article,2009,"Gonzales, L.M., and E.C. Grimm. 2009. Synchronization of late-glacial vegetation changes at Crystal Lake, Illinois, USA with the North Atlantic Event Stratigraphy. Quaternary Research 72(2):234-245. [DOI: 10.1016/j.yqres.2009.05.001]",Calibrated radiocarbon years BP,15886
7995,Journal Article,2007,"Yu, Z. 2007. Rapid response of forested vegetation to multiple climatic oscillations during the last deglaciation in the northeastern United States. Quaternary Research 67(2):297-303. [DOI: 10.1016/j.yqres.2006.08.006]",Calibrated radiocarbon years BP,15892
7773,Book Chapter,2003,"Miller, N.G., and R.P. Futyma. 2003. Extending the paleobotanical records at the Hiscock Site, New York: Correlations among stratigraphic pollen assemblages from nearby lake and wetland basins. Pages 43-62 in The Hiscock Site: Late Pleistocene and Holocene Paleoecology and Archaeology of Western New York State. Bulletin of the Buffalo Society of Natural Sciences 37.",Calibrated radiocarbon years BP,15904
8007,Journal Article,2003,"Toney, J.L., D.T. Rodbell, and N.G. Miller. 2003. Sedimentologic and palynologic records of the last deglaciation and Holocene from Ballston Lake, New York. Quaternary Research 60:189-199.",Calibrated radiocarbon years BP,15909
8008,Journal Article,1997,"Brugam, R.B., and S.M. Johnson. 1997. Holocene lake-level rise in the Upper Peninsula of Michigan, USA, as indicated by peatland growth. The Holocene 7:355-359.",Calibrated radiocarbon years BP,15916
7371,Journal Article,1997,"Brugam, R.B., M. Giorgi, C. Sesvold, S.M. Johnson, and R. Almos. 1997. Holocene vegetation history in the Sylvania Wilderness Area of the Western Upper Peninsula of Michigan. The American Midland Naturalist 137(1):62-71. [DOI: 10.2307/2426755]",Calibrated radiocarbon years BP,15919
8009,Doctoral Dissertation,2000,"Ewing, H.A. 2000. Ecosystem development and response to climatic change: a comparative study of forest-lake ecosystems on different substrates. Doctoral dissertation. University of Minnesota, St Paul, Minnesota, USA.",Calibrated radiocarbon years BP,15922
8009,Doctoral Dissertation,2000,"Ewing, H.A. 2000. Ecosystem development and response to climatic change: a comparative study of forest-lake ecosystems on different substrates. Doctoral dissertation. University of Minnesota, St Paul, Minnesota, USA.",Calibrated radiocarbon years BP,15925
14171,Journal Article,2018,"Oswald, W.W., D.R. Foster, B.N. Shuman, E.D. Doughty, E.K. Faison, B.R. Hall, B.C.S. Hansen, M. Lindbladh, A. Marroquin, and S.A. Truebe. 2018. Subregional variability in the response of New England vegetation to postglacial climate change. Journal of Biogeography 45(10):2375-2388. [DOI: 10.1111/jbi.13407]",Calibrated radiocarbon years BP,40861
1488,Journal Article,1998,"Fuller, J.L., D.R. Foster, J.S. McLachlan, and N. Drake. 1998. Impact of human activity on regional forest composition and dynamics in central New England. Ecosystems 1(1):76-95. [DOI: 10.1007/s100219900007]",Calibrated radiocarbon years BP,15931
1488,Journal Article,1998,"Fuller, J.L., D.R. Foster, J.S. McLachlan, and N. Drake. 1998. Impact of human activity on regional forest composition and dynamics in central New England. Ecosystems 1(1):76-95. [DOI: 10.1007/s100219900007]",Calibrated radiocarbon years BP,15933
1488,Journal Article,1998,"Fuller, J.L., D.R. Foster, J.S. McLachlan, and N. Drake. 1998. Impact of human activity on regional forest composition and dynamics in central New England. Ecosystems 1(1):76-95. [DOI: 10.1007/s100219900007]",Calibrated radiocarbon years BP,15935
8011,Journal Article,2015,"Yao, Q., K.-B. Liu, W.J. Platt, and V.H. Rivera-Monroy. 2015. Palynological reconstruction of environmental changes in coastal wetlands of the Florida Everglades since the mid-Holocene. Quaternary Research 83(3):449-458. [DOI: 10.1016/j.yqres.2015.03.005]",Calibrated radiocarbon years BP,15939
1488,Journal Article,1998,"Fuller, J.L., D.R. Foster, J.S. McLachlan, and N. Drake. 1998. Impact of human activity on regional forest composition and dynamics in central New England. Ecosystems 1(1):76-95. [DOI: 10.1007/s100219900007]",Calibrated radiocarbon years BP,15942
1488,Journal Article,1998,"Fuller, J.L., D.R. Foster, J.S. McLachlan, and N. Drake. 1998. Impact of human activity on regional forest composition and dynamics in central New England. Ecosystems 1(1):76-95. [DOI: 10.1007/s100219900007]",Calibrated radiocarbon years BP,15944
8022,Master's Thesis,1965,"Shay, C.T. 1965. Postglacial vegetational development in northwestern Minnesota and its implications for prehistoric human ecology. Master's thesis. University of Minnesota, Minneapolis, Minnesota, USA.",Calibrated radiocarbon years BP,15965
8027,Master's Thesis,1993,"Hasbargen, J. 1993. The plaeoenvironment of Stoneman Lake, Arizona. Master's thesis. Northern Arizona University, Flagstaff, Arizona, USA.",Calibrated radiocarbon years BP,15967
1456,Journal Article,1996,"Hu, F.S., L.B. Brubaker, and P.M. Anderson. 1996. Boreal ecosystem development in the northwestern Alaska Range since 11,000 yr. B.P. Quaternary Research 45:188-201.",Calibrated radiocarbon years BP,15970
8030,Journal Article,1995,"Hu, F.S., L.B. Brubaker, and P.M. Anderson. 1995. Postglacial vegetation and climate change in the northern Bristol Bay region, southwestern Alaska. Quaternary Research 43:382-392.",Calibrated radiocarbon years BP,15976
8030,Journal Article,1995,"Hu, F.S., L.B. Brubaker, and P.M. Anderson. 1995. Postglacial vegetation and climate change in the northern Bristol Bay region, southwestern Alaska. Quaternary Research 43:382-392.",Calibrated radiocarbon years BP,15980
3276,Legacy,1971,"Shay, C.T. 1971. The Itasca Bison Kill site: an ecological analysis. Minnesota Historical Society, St. Paul..",Calendar years BP,15985
3276,Legacy,1971,"Shay, C.T. 1971. The Itasca Bison Kill site: an ecological analysis. Minnesota Historical Society, St. Paul..",Calibrated radiocarbon years BP,16002
3276,Legacy,1971,"Shay, C.T. 1971. The Itasca Bison Kill site: an ecological analysis. Minnesota Historical Society, St. Paul..",Calibrated radiocarbon years BP,15998
3276,Legacy,1971,"Shay, C.T. 1971. The Itasca Bison Kill site: an ecological analysis. Minnesota Historical Society, St. Paul..",Calibrated radiocarbon years BP,15992
3276,Legacy,1971,"Shay, C.T. 1971. The Itasca Bison Kill site: an ecological analysis. Minnesota Historical Society, St. Paul..",Calibrated radiocarbon years BP,15989
21,Journal Article,1975,"Watts, W.A. 1975. Vegetation record for the last 20,000 years from a small marsh on Lookout Mountain, northwestern Georgia. Geological Society of America Bulletin 86(3):287-291. [DOI: 10.1130/0016-7606(1975)86<287:VRFTLY>2.0.CO;2]",Calibrated radiocarbon years BP,16009
109,Legacy,1967,"Ogden, J.G., III, and R.J. Hay. 1967. Ohio Wesleyan University natural radiocarbon measurements III. Radiocarbon 9:316-332..",Radiocarbon years BP,16012
8049,Authored Report,2000,"West, G.J., and K.R. McGuire. 2000. 9,500 years of burning recorded in a high desert marsh. Proceedings of the Springfed Wetlands: Immportant Scientific and Cultural Resources of the Intermountain Region.",Calibrated radiocarbon years BP,16016
8051,Book Chapter,2008,"West, G.J. 2008. Late Holocene successional change in a coast Redwood forest, Sonoma County, California: A record of fire and logging.G. Waugh and M.E. Basgall, editors. Monographs in California and Great Basin Anthropology. Volume 5. Avocados to Millingstones: Papers in Honor of D.L. True. California State University, Sacramento, Sacramento, California, USA.",Calendar years BP,16046
8058,Book Chapter,2003,"West, G.J. 2003. A late Pleistocene-Holocene pollen record of vegetation change from Little Willow Lake, Lassen Volcanic National Park, California. Pages 65-80 in Pacific Climate Conference Procedings.",Calibrated radiocarbon years BP,16054
8063,Book Chapter,1989,"West, G.J. 1989. Late Pleistocene/Holocene vegetation and climate.M.E. Basgall and W.R. Hildebrandt, editors. Prehistory of the Sacramento River Canyon, Shasta County, California. Center for Archaeological Research at Davis, Davis, California, USA.",Calibrated radiocarbon years BP,16061
8064,Authored Report,1988,"Dietz, S.A., W.R. Hildebrandt, and T. Jones. 1988. Archaeological investigations at Elkhorn Slough: CA-MNT-229 A Middle Period site on the central California coast. Papers in Northern California Anthropology, Northern California Anthropological Group, Berkeley, California, USA.",Calibrated radiocarbon years BP,16063
8065,Authored Report,1983,"Hildebrandt, W.R., and J.F. Hayes. 1983. Archaeological investigations on Pilot Ridge Six Rivers National Forest. U.S. Forest Service Contract 53-9JHA-2-140, Anthropological Studies Center Sonoma State University and Center for Anthropological Research San Jose State University, San Jose, California, USA.",Calibrated radiocarbon years BP,16065
8066,Book Chapter,1989,"West, G.J. 1989. Holocene fossil pollen records of Douglas Fir in northwestern California: Reconstruction of past climate.J.L. Betancourt and A.M. MacKay, editors. Sixth Annual Pacific Climate (PACLIM) Workshop. California Department of Water Resources.",Calibrated radiocarbon years BP,16069
8070,Book Chapter,1982,"West, G.J. 1982. Pollen analysis of sediments from Tule Lake : A record of Holocene vegetation/climatic changes in the Mendocino National Forest.Proceedings of the Symposium of Climate and Archeology of California's Coast and Desert. San Diego, California, USA.",Calibrated radiocarbon years BP,16073
8073,Journal Article,2004,"Hakala, K.J., and D.P. Adam. 2004. Late Plestocene vegetation and climate in the southern Cascade Range and the Modoc Plateau region. Journal of Paleolimnology 31:189-215.",Calibrated radiocarbon years BP,16075
8086,Doctoral Dissertation,1987,"Beiswenger, J.M. 1987. Late quaternary vegetational history of Grays Lake, Idaho and the Ice Slough, Wyoming. Doctoral dissertation. University of Wyoming, Laramie, Wyoming, USA.",Calibrated radiocarbon years BP,16111
8086,Doctoral Dissertation,1987,"Beiswenger, J.M. 1987. Late quaternary vegetational history of Grays Lake, Idaho and the Ice Slough, Wyoming. Doctoral dissertation. University of Wyoming, Laramie, Wyoming, USA.",Calibrated radiocarbon years BP,16113
8087,Journal Article,2000,"Cole, K.L., and E. Wahl. 2000. A Late Holocene paleoecological record from Torrey Pines State Reserve, California. Quaternary Research 53:341-351.",Calibrated radiocarbon years BP,16115
202,Journal Article,1992,"Baker, R.G., L.J. Maher, Jr., C.A. Chumbley, and K.L. Van Zant. 1992. Patterns of Holocene environmental change in the midwestern United States. Quaternary Research 37:379-389.",Calibrated radiocarbon years BP,16129
8094,Doctoral Dissertation,1984,"Thompson, R.S. 1984. Late Pleistocene and Holocene environments in the Great Basin. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",Calibrated radiocarbon years BP,16131
9947,Master's Thesis,2003,"Allan, M. 2003. A 2000 year record of vegetation and climate change in the Jarbidge Mountains of Northeastern Nevada. Master's thesis. University of Nevada, Reno, Reno, Nevada, USA.",Calibrated radiocarbon years BP,21844
15388,Doctoral Dissertation,2007,"Norman, K. 2007. A high resolution re-examination of vegetation and climate change in the Jarbidge Mountains of northeastern Nevada from 4000 to 2000 cal yr BP. Doctoral dissertation. University of Nevada, Reno, Nevada, USA.",Calibrated radiocarbon years BP,41036
8094,Doctoral Dissertation,1984,"Thompson, R.S. 1984. Late Pleistocene and Holocene environments in the Great Basin. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",Calibrated radiocarbon years BP,16133
