"datasetID","chronologyID","site","type","age","age.sd","depth","thick","agemodel"
3031,5317,"Wolsfeld Lake","Interpolated, corrected for compaction",72,5,702,1,"cubic spline"
3031,5317,"Wolsfeld Lake","Biostratigraphic, pollen",100,20,715,10,"cubic spline"
3031,5317,"Wolsfeld Lake","Radiocarbon, calibrated",335,157,750,10,"cubic spline"
3031,5317,"Wolsfeld Lake","Radiocarbon, calibrated",433,84,785,10,"cubic spline"
3031,5317,"Wolsfeld Lake","Radiocarbon, calibrated",2242,191,975,10,"cubic spline"
3031,5317,"Wolsfeld Lake","Radiocarbon, calibrated",3402,154,1065,10,"cubic spline"
3031,5317,"Wolsfeld Lake","Radiocarbon, calibrated",3776,197,1135,10,"cubic spline"
3031,5317,"Wolsfeld Lake","Radiocarbon, calibrated",5836,156,1345,10,"cubic spline"
3031,5317,"Wolsfeld Lake","Radiocarbon, calibrated",6910,250,1415,10,"cubic spline"
3031,5317,"Wolsfeld Lake","Radiocarbon, calibrated",8268,175,1520,10,"cubic spline"
3031,5317,"Wolsfeld Lake","Radiocarbon, calibrated",11636,391,1640,10,"cubic spline"
3031,5317,"Wolsfeld Lake","Radiocarbon, calibrated",13864,354,1725,1,"cubic spline"
3032,1355,"Wolverine Lake","Core top",100,50,0,NA,"linear interpolation"
3032,1355,"Wolverine Lake","Radiocarbon",2250,65,108,NA,"linear interpolation"
3032,1355,"Wolverine Lake","Radiocarbon",5040,65,160,NA,"linear interpolation"
3032,1355,"Wolverine Lake","Radiocarbon",6670,85,220,NA,"linear interpolation"
3032,1355,"Wolverine Lake","Radiocarbon",7940,90,275,NA,"linear interpolation"
3032,1355,"Wolverine Lake","Radiocarbon",9980,135,335,NA,"linear interpolation"
3035,1360,"Wood Lake","Core top",0,30,0,NA,"quadratic regression"
3035,1360,"Wood Lake","Biostratigraphic, pollen",100,50,80,NA,"quadratic regression"
3035,1360,"Wood Lake","Radiocarbon",1040,70,235,8,"quadratic regression"
3035,1360,"Wood Lake","Radiocarbon",2520,65,540,4,"quadratic regression"
3035,1360,"Wood Lake","Radiocarbon",4200,70,791,8,"quadratic regression"
3035,1360,"Wood Lake","Radiocarbon",7210,100,1040,8,"quadratic regression"
3035,1360,"Wood Lake","Radiocarbon",10710,100,1290,12,"quadratic regression"
3035,1360,"Wood Lake","Radiocarbon",13000,105,1445,21,"quadratic regression"
3047,1372,"Yellow Dog Pond","Core top",0,30,0,NA,"linear interpolation"
3047,1372,"Yellow Dog Pond","Biostratigraphic, pollen",120,50,15,NA,"linear interpolation"
3047,1372,"Yellow Dog Pond","Radiocarbon",2170,130,33,NA,"linear interpolation"
3047,1372,"Yellow Dog Pond","Radiocarbon",2475,110,53,NA,"linear interpolation"
3047,1372,"Yellow Dog Pond","Radiocarbon",2760,90,68,NA,"linear interpolation"
3047,1372,"Yellow Dog Pond","Radiocarbon",3050,120,93,NA,"linear interpolation"
3047,1372,"Yellow Dog Pond","Radiocarbon",4390,110,123,NA,"linear interpolation"
3047,1372,"Yellow Dog Pond","Radiocarbon",5175,110,153,NA,"linear interpolation"
3047,1372,"Yellow Dog Pond","Radiocarbon",7440,120,235,NA,"linear interpolation"
3047,1372,"Yellow Dog Pond","Radiocarbon",8050,130,272,NA,"linear interpolation"
3047,1372,"Yellow Dog Pond","Radiocarbon",9100,150,356,NA,"linear interpolation"
15682,8324,"Canyon Lake","Core top",-20,NA,0,NA,"Bacon"
15682,8324,"Canyon Lake","Radiocarbon",1690,95,150,NA,"Bacon"
15682,8324,"Canyon Lake","Radiocarbon",2830,100,295,NA,"Bacon"
15682,8324,"Canyon Lake","Radiocarbon",4630,110,450,NA,"Bacon"
15682,8324,"Canyon Lake","Radiocarbon",5600,110,500,NA,"Bacon"
15682,8324,"Canyon Lake","Radiocarbon",6740,125,575,NA,"Bacon"
15682,8324,"Canyon Lake","Radiocarbon",8275,135,642,NA,"Bacon"
15682,8324,"Canyon Lake","Radiocarbon",8665,140,702,NA,"Bacon"
15682,8324,"Canyon Lake","Radiocarbon",9725,145,758,NA,"Bacon"
10970,5324,"South Heron Lake","Core top",-13,3,0,0,"linear interpolation"
10970,5324,"South Heron Lake","Ambrosia rise",90,10,30,12,"linear interpolation"
10971,5325,"Ocheda Lake","Core top",-13,3,0,0,"linear interpolation"
10971,5325,"Ocheda Lake","Ambrosia rise",90,10,30,12,"linear interpolation"
10973,5329,"Blomford Lake","Core top",-30,10,0,NA,"linear interpolation"
10973,5329,"Blomford Lake","Ambrosia rise",100,0,12.5,5,"linear interpolation"
10974,5330,"Fawn Lake","Core top",-30,0,0,NA,"linear interpolation"
10974,5330,"Fawn Lake","Ambrosia rise",100,50,30,10,"linear interpolation"
10975,5331,"Frovold Lake","Core top",-30,0,0,0,"linear interpolation"
10975,5331,"Frovold Lake","Ambrosia rise",100,50,25,10,"linear interpolation"
10976,5332,"Goose Lake","Core top",-28,8,0,NA,"linear interpolation"
10976,5332,"Goose Lake","Ambrosia rise",100,50,60,10,"linear interpolation"
10977,5333,"Olson Lake","Core top",-28,8,1020,0,"linear interpolation"
10977,5333,"Olson Lake","Ambrosia rise",100,50,1050,10,"linear interpolation"
10983,5338,"Round Grove Lake","Core top",-28,8,0,0,"linear interpolation"
10983,5338,"Round Grove Lake","Ambrosia rise",100,50,42.5,5,"linear interpolation"
12001,6347,"Little Dollar Lake","Core top",-29,0,0,0,"Linear interpolation"
12001,6347,"Little Dollar Lake","Ambrosia rise",70,10,10.5,3,"Linear interpolation"
12001,6347,"Little Dollar Lake","Biostratigraphic, pollen",3190,100,127,6,"Linear interpolation"
12001,6347,"Little Dollar Lake","Radiocarbon, calibrated",6712,187,140,6,"Linear interpolation"
12001,6347,"Little Dollar Lake","Biostratigraphic, pollen",6840,200,167,0,"Linear interpolation"
12004,6349,"Last Lake","Core top",NA,NA,0,NA,"linear interpolation"
12004,6349,"Last Lake","Ambrosia rise",90,NA,20,NA,"linear interpolation"
12005,6350,"Cottonwood Lake","Core top",-20,-3,0,0,"linear interpolation"
12005,6350,"Cottonwood Lake","Ambrosia rise",NA,NA,25,10,"linear interpolation"
12006,6351,"Monson Lake","Core top",-30,10,0,0,"linear interpolation"
12006,6351,"Monson Lake","Ambrosia rise",90,10,70,20,"linear interpolation"
12007,6352,"Deans Lake","Core top",-29,9,0,0,"linear interpolation"
12007,6352,"Deans Lake","Ambrosia rise",90,10,50,40,"linear interpolation"
12008,6353,"Lake Emily","Core top",-29,9,0,0,"linear interpolation"
12008,6353,"Lake Emily","Ambrosia rise",90,10,141.5,23,"linear interpolation"
12009,6354,"Perch Lake","Core top",-29,9,0,0,"linear interpolation"
12009,6354,"Perch Lake","Ambrosia rise",90,10,75,10,"linear interpolation"
12010,6355,"Chub Lake","Core top",-29,9,160,5,"linear interpolation"
12010,6355,"Chub Lake","Ambrosia rise",90,10,190,10,"linear interpolation"
12011,6356,"Lake Rachel","Core top",-30,10,0,0,"linear interpolation"
12011,6356,"Lake Rachel","Ambrosia rise",90,10,32.5,5,"linear interpolation"
12012,6357,"Ziebell Lake","Core top",-32,7,0,0,"linear interpolation"
12012,6357,"Ziebell Lake","Ambrosia rise",90,10,45,10,"linear interpolation"
12013,6358,"Mud Lake","Core top",-30,10,0,0,"linear interpolation"
12013,6358,"Mud Lake","Ambrosia rise",90,10,67.5,5,"linear interpolation"
12014,6359,"Lybeck Lake","Core top",-32,7,0,0,"linear interpolation"
12014,6359,"Lybeck Lake","Ambrosia rise",90,10,52.5,5,"linear interpolation"
12015,6360,"Union Lake","Core top",-30,10,0,0,"linear interpolation"
12015,6360,"Union Lake","Ambrosia rise",90,10,40,10,"linear interpolation"
12016,6361,"Albert Lea Lake","Core top",NA,NA,0,NA,"linear interpolation"
12016,6361,"Albert Lea Lake","Ambrosia rise",NA,NA,55,NA,"linear interpolation"
15248,8121,"Albert Lea Lake","Core top",-46,0,0,1,"linear interpolation"
15248,8121,"Albert Lea Lake","Ambrosia rise",90,20,61.5,17,"linear interpolation"
12024,6365,"Everhart Lake","Core top",-30,5,0,1,"linear interpolation"
12024,6365,"Everhart Lake","Ambrosia rise",NA,NA,35,NA,"linear interpolation"
13029,7368,"Sharkey Lake","Core top",-51,1,1467,1,"Bacon"
13029,7368,"Sharkey Lake","Ambrosia rise",90,10,1569,2,"Bacon"
13029,7368,"Sharkey Lake","Radiocarbon",1530,50,1631,1,"Bacon"
13029,7368,"Sharkey Lake","Radiocarbon",2410,50,1746.5,1,"Bacon"
13029,7368,"Sharkey Lake","Radiocarbon",3630,40,2001.3,1,"Bacon"
13029,7368,"Sharkey Lake","Radiocarbon",4730,60,2365,1,"Bacon"
13029,7368,"Sharkey Lake","Radiocarbon",6528,35,2730.5,1,"Bacon"
13029,7368,"Sharkey Lake","Radiocarbon",6840,50,2865.5,1,"Bacon"
13029,7368,"Sharkey Lake","Radiocarbon",7995,40,2935.5,1,"Bacon"
13029,7368,"Sharkey Lake","Radiocarbon",9430,45,2971,1,"Bacon"
13029,7368,"Sharkey Lake","Radiocarbon",8130,120,2977.5,1,"Bacon"
13029,7368,"Sharkey Lake","Radiocarbon",9510,130,2989.5,1,"Bacon"
13029,7368,"Sharkey Lake","Radiocarbon",10255,45,2994,1,"Bacon"
13032,7371,"Kimble Pond","Core top",-51,0,1550,1,"Bacon"
13032,7371,"Kimble Pond","Ambrosia rise",90,10,1905.5,10,"Bacon"
13032,7371,"Kimble Pond","Radiocarbon",1040,50,1974.5,1,"Bacon"
13032,7371,"Kimble Pond","Radiocarbon",2150,80,2154.5,1,"Bacon"
13032,7371,"Kimble Pond","Radiocarbon",1995,35,2174,1,"Bacon"
13032,7371,"Kimble Pond","Radiocarbon",2270,60,2334.4,1,"Bacon"
13032,7371,"Kimble Pond","Radiocarbon",3890,50,2600.5,1,"Bacon"
13032,7371,"Kimble Pond","Radiocarbon",5590,50,2856,1,"Bacon"
13032,7371,"Kimble Pond","Radiocarbon",6620,50,2966.5,1,"Bacon"
13032,7371,"Kimble Pond","Radiocarbon",7910,50,3139,1,"Bacon"
13032,7371,"Kimble Pond","Radiocarbon",10570,50,3405,1,"Bacon"
13047,7375,"Irwin Smith Bog","Core top",-60,20,0,1,"Bacon"
13047,7375,"Irwin Smith Bog","European settlement horizon",100,20,8.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",680,40,28.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",820,40,41.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",1070,50,55.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",1730,35,58.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",2060,50,63.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",2630,50,77.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",1680,35,82.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",3790,50,94.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",4237,53,102.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",4510,50,103.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",4330,40,106.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",4370,40,110.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",4424,52,116.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",4460,40,118.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",4650,40,121.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",4560,50,122.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",4640,40,126.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",5540,40,127.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",4820,40,131.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",5150,40,139.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",5810,40,175.5,1,"Bacon"
13047,7375,"Irwin Smith Bog","Radiocarbon",6090,60,219.5,1,"Bacon"
13051,7378,"West Olaf Lake","Radiocarbon",1360,50,254,8,"Bacon"
13051,7378,"West Olaf Lake","Radiocarbon",2310,40,453,4,"Bacon"
13051,7378,"West Olaf Lake","Radiocarbon",2280,50,612.5,5,"Bacon"
13051,7378,"West Olaf Lake","Radiocarbon",3110,80,758,8,"Bacon"
13051,7378,"West Olaf Lake","Radiocarbon",3345,40,916,8,"Bacon"
13051,7378,"West Olaf Lake","Radiocarbon",4080,70,1106,8,"Bacon"
13051,7378,"West Olaf Lake","Radiocarbon",4260,45,1236,8,"Bacon"
13051,7378,"West Olaf Lake","Radiocarbon",5875,45,1468,6,"Bacon"
13051,7378,"West Olaf Lake","Radiocarbon",6680,50,1553,6,"Bacon"
13051,7378,"West Olaf Lake","Radiocarbon",8140,70,1655,0,"Bacon"
13051,7378,"West Olaf Lake","Core top",NA,NA,0,1,"Bacon"
13051,7378,"West Olaf Lake","Ambrosia rise",70,50,97.5,45,"Bacon"
13056,7382,"Oak Glen Lake","Core top",-29,9,165,1,"linear interpolation"
13056,7382,"Oak Glen Lake","Ambrosia rise",90,20,213.5,3,"linear interpolation"
13057,7383,"Camp Lake","Core top",-30,10,0,1,"linear interpolation"
13057,7383,"Camp Lake","Ambrosia rise",90,10,35,10,"linear interpolation"
13060,7408,"Adeline Lake","Core top",-61,-5,0,1,"bacon"
13060,7408,"Adeline Lake","European settlement horizon",70,10,26,1,"bacon"
13060,7408,"Adeline Lake","Radiocarbon",270,30,42,2,"bacon"
13060,7408,"Adeline Lake","Radiocarbon",1680,30,84,2,"bacon"
13060,7408,"Adeline Lake","Radiocarbon",2210,30,122,2,"bacon"
13060,7408,"Adeline Lake","Radiocarbon",2660,30,146,2,"bacon"
13060,7408,"Adeline Lake","Radiocarbon",3860,30,176,2,"bacon"
13069,7409,"Elevenses Lake","Core top",-55,10,0,1,"bacon"
13069,7409,"Elevenses Lake","Ambrosia rise",52,10,16.5,1,"bacon"
13069,7409,"Elevenses Lake","Radiocarbon",445,35,51,2,"bacon"
13069,7409,"Elevenses Lake","Radiocarbon",950,30,70.5,1,"bacon"
13069,7409,"Elevenses Lake","Radiocarbon",1100,25,95,2,"bacon"
13069,7409,"Elevenses Lake","Radiocarbon",1580,30,125.5,1,"bacon"
13069,7409,"Elevenses Lake","Radiocarbon",1910,35,152,2,"bacon"
13069,7409,"Elevenses Lake","Radiocarbon",2420,35,205.5,1,"bacon"
13069,7409,"Elevenses Lake","Radiocarbon",3075,35,272,2,"bacon"
13069,7409,"Elevenses Lake","Radiocarbon",3410,30,300.5,1,"bacon"
13071,7410,"Eska Lake","Core top",-60,-3,0,1,"bacon"
13071,7410,"Eska Lake","European settlement horizon",50,10,11,1,"bacon"
13071,7410,"Eska Lake","Radiocarbon",640,-30,65,2,"bacon"
13071,7410,"Eska Lake","Radiocarbon",1510,30,137,2,"bacon"
13071,7410,"Eska Lake","Radiocarbon",1860,30,151,2,"bacon"
13071,7410,"Eska Lake","Radiocarbon",3200,30,270,2,"bacon"
13073,7411,"Fallison Lake","Core top",-55,1,0,1,"bacon"
13073,7411,"Fallison Lake","European settlement horizon",131,10,23,1,"bacon"
13073,7411,"Fallison Lake","Radiocarbon",420,25,51,2,"bacon"
13073,7411,"Fallison Lake","Radiocarbon",1090,15,89,2,"bacon"
13073,7411,"Fallison Lake","Radiocarbon",1930,-15,129,2,"bacon"
13073,7411,"Fallison Lake","Radiocarbon",5640,25,266,2,"bacon"
13073,7411,"Fallison Lake","Radiocarbon",7010,30,299,2,"bacon"
13097,7416,"Glimmerglass Lake","Radiocarbon",3180,160,79,10,"clam"
13097,7416,"Glimmerglass Lake","Radiocarbon",4685,340,150,10,"clam"
13097,7416,"Glimmerglass Lake","Radiocarbon",5045,320,190,10,"clam"
13097,7416,"Glimmerglass Lake","Radiocarbon",8200,280,270,10,"clam"
13097,7416,"Glimmerglass Lake","Radiocarbon",9740,280,295,10,"clam"
13097,7416,"Glimmerglass Lake","Core top",-43,1,0,1,"clam"
13097,7416,"Glimmerglass Lake","Picea decline",10814,153,270,NA,"clam"
14270,7516,"Bass Lake","Radiocarbon",480,50,77,2,"Bacon"
14270,7516,"Bass Lake","Radiocarbon",930,40,153,2,"Bacon"
14270,7516,"Bass Lake","Radiocarbon",1100,50,201,2,"Bacon"
14270,7516,"Bass Lake","Core top",-42,1,2,4,"Bacon"
14270,7516,"Bass Lake","European settlement horizon",90,10,NA,1,"Bacon"
14403,7605,"Lake Sallie","Core top",-20,-1,0,1,"linear interpolation"
14403,7605,"Lake Sallie","Stratigraphic",50,10,40,2,"linear interpolation"
14403,7605,"Lake Sallie","Ambrosia rise",70,10,48,2,"linear interpolation"
14410,7609,"Tower Lake","Core top",-54,4,0,1,"Bacon"
14410,7609,"Tower Lake","Radiocarbon",2400,50,90,1,"Bacon"
14410,7609,"Tower Lake","Radiocarbon",3409,37,155,1,"Bacon"
14410,7609,"Tower Lake","Radiocarbon",3580,50,204,1,"Bacon"
14410,7609,"Tower Lake","Radiocarbon",4160,30,239,1,"Bacon"
14410,7609,"Tower Lake","Radiocarbon",4290,30,256,1,"Bacon"
14410,7609,"Tower Lake","Radiocarbon",4480,30,260,1,"Bacon"
14410,7609,"Tower Lake","Radiocarbon",4750,35,275,1,"Bacon"
14410,7609,"Tower Lake","Radiocarbon",4701,48,281,1,"Bacon"
14410,7609,"Tower Lake","Radiocarbon",5594,49,336,1,"Bacon"
14410,7609,"Tower Lake","Radiocarbon",6756,43,390,1,"Bacon"
14410,7609,"Tower Lake","Radiocarbon",7904,55,443,1,"Bacon"
14443,7640,"Tower Lake","Core top",-55,1,0,1,"Bacon"
14443,7640,"Tower Lake","Radiocarbon",464,41,59,1,"Bacon"
14889,7905,"Tower Lake","Core top",-56,1,0,1,"Bacon"
14889,7905,"Tower Lake","Radiocarbon",398,43,58,1,"Bacon"
14889,7905,"Tower Lake","Radiocarbon",1796,40,147,1,"Bacon"
17993,9995,"Tower Lake","Radiocarbon",965,55,86.5,1,"Bacon"
17993,9995,"Tower Lake","Radiocarbon",1772,43,142.5,1,"Bacon"
17993,9995,"Tower Lake","Radiocarbon",2220,43,176.5,1,"Bacon"
17993,9995,"Tower Lake","Core top",-56,1,0,1,"Bacon"
14435,7634,"Johnson Lake","Core top",-30,1,0,1,"linear interpolation"
14435,7634,"Johnson Lake","Ambrosia rise",90,10,30,20,"linear interpolation"
14446,7642,"Hell Hole Lake","Core top",-54,1,0,1,"Bacon"
14446,7642,"Hell Hole Lake","Ambrosia rise",80,20,15.5,2,"Bacon"
14446,7642,"Hell Hole Lake","Radiocarbon",600,40,42.5,1,"Bacon"
14446,7642,"Hell Hole Lake","Radiocarbon",1084,37,75.5,1,"Bacon"
14446,7642,"Hell Hole Lake","Radiocarbon",2184,50,135.5,1,"Bacon"
14446,7642,"Hell Hole Lake","Radiocarbon",2955,43,199.5,1,"Bacon"
14446,7642,"Hell Hole Lake","Radiocarbon",3779,44,255.5,1,"Bacon"
14535,7711,"Lily Lake","Core top",-45,2,2,4,"Bacon"
14535,7711,"Lily Lake","European settlement horizon",90,-10,101,2,"Bacon"
14535,7711,"Lily Lake","Radiocarbon",190,60,131,2,"Bacon"
14535,7711,"Lily Lake","Radiocarbon",710,60,185,2,"Bacon"
14537,7713,"Kelly-Dudley Lake","Core top",-38,1,2,4,"Bacon"
14537,7713,"Kelly-Dudley Lake","European settlement horizon",90,10,30,2,"Bacon"
14537,7713,"Kelly-Dudley Lake","Radiocarbon",590,100,41,2,"Bacon"
14537,7713,"Kelly-Dudley Lake","Radiocarbon",5700,50,161,2,"Bacon"
14539,7715,"Martha Lake","Core top",-44,1,2,4,"Bacon"
14539,7715,"Martha Lake","European settlement horizon",90,10,67,NA,"Bacon"
14539,7715,"Martha Lake","Radiocarbon",750,160,70,4,"Bacon"
14539,7715,"Martha Lake","Radiocarbon",2020,160,101,2,"Bacon"
14539,7715,"Martha Lake","Radiocarbon",2580,140,131,2,"Bacon"
19316,11160,"Norwood","Sediment stratigraphic",11200,250,285,5,"Bacon"
19316,11160,"Norwood","Sediment stratigraphic",12400,60,310,5,"Bacon"
19316,11160,"Norwood","Deglaciation",12500,500,475,1,"Bacon"
14626,7774,"Minnreg","Core top",-42,1,2,4,"bacon"
14626,7774,"Minnreg","European settlement horizon",90,NA,45,1.5,"bacon"
14626,7774,"Minnreg","Radiocarbon",550,80,118,4,"bacon"
14626,7774,"Minnreg","Radiocarbon",710,60,162,4,"bacon"
14626,7774,"Minnreg","Radiocarbon",800,80,177,2,"bacon"
14631,7777,"Amber Lake","Core top",-43,1,0,1,"Bacon"
14631,7777,"Amber Lake","European settlement horizon",90,10,58,4,"Bacon"
14631,7777,"Amber Lake","Radiocarbon",400,50,109,2,"Bacon"
14631,7777,"Amber Lake","Radiocarbon",970,40,181,2,"Bacon"
14633,7779,"Camp Lake","Core top",-43,1,2,4,"Bacon"
14633,7779,"Camp Lake","European settlement horizon",90,10,54,2,"Bacon"
14633,7779,"Camp Lake","Radiocarbon",670,50,97,2,"Bacon"
14633,7779,"Camp Lake","Radiocarbon",1650,60,185,2,"Bacon"
14635,7781,"Crystal Lake","Core top",-44,1,2,4,"Bacon"
14635,7781,"Crystal Lake","European settlement horizon",104,10,53,2,"Bacon"
14635,7781,"Crystal Lake","Radiocarbon",360,90,74,2,"Bacon"
14635,7781,"Crystal Lake","Radiocarbon",1910,40,178,4,"Bacon"
14637,7783,"Fish Lake","Core top",-42,1,2,4,"Bacon"
14637,7783,"Fish Lake","European settlement horizon",90,10,50,4,"Bacon"
14637,7783,"Fish Lake","Radiocarbon",460,60,112,2,"Bacon"
14637,7783,"Fish Lake","Radiocarbon",760,50,160,2,"Bacon"
14639,7785,"Fish Lake","Core top",-44,1,2,4,"Bacon"
14639,7785,"Fish Lake","European settlement horizon",90,10,69,2,"Bacon"
14639,7785,"Fish Lake","Radiocarbon",740,70,106,2,"Bacon"
14639,7785,"Fish Lake","Radiocarbon",870,120,108,2,"Bacon"
14639,7785,"Fish Lake","Radiocarbon",1780,130,162,2,"Bacon"
14641,7787,"Eagle Lake","Core top",-45,1,2,2,"Bacon"
14641,7787,"Eagle Lake","European settlement horizon",90,10,91,2,"Bacon"
14641,7787,"Eagle Lake","Radiocarbon",680,50,123,2,"Bacon"
14641,7787,"Eagle Lake","Radiocarbon",1680,40,173,2,"Bacon"
14643,7789,"Lake Emily, Northeast Basin","Core top",-45,1,2,4,"Bacon"
14643,7789,"Lake Emily, Northeast Basin","European settlement horizon",90,10,101,2,"Bacon"
14643,7789,"Lake Emily, Northeast Basin","Radiocarbon",420,50,118,2,"Bacon"
14643,7789,"Lake Emily, Northeast Basin","Radiocarbon",930,50,160,2,"Bacon"
14645,7791,"Fuller Lake","Core top",-43,1,2,4,"Bacon"
14645,7791,"Fuller Lake","European settlement horizon",90,10,53,2,"Bacon"
14645,7791,"Fuller Lake","Radiocarbon",820,60,108,2,"Bacon"
14645,7791,"Fuller Lake","Radiocarbon",1900,60,182,2,"Bacon"
14839,7878,"Lake Mina",NA,NA,NA,NA,NA,"varve counts"
14933,7929,"Nelson Lake","Core top",-46,1,0,1,"Bacon"
14933,7929,"Nelson Lake","Radiocarbon",0,1,6.5,1,"Bacon"
14933,7929,"Nelson Lake","Ambrosia rise",50,100,12,1,"Bacon"
14933,7929,"Nelson Lake","Radiocarbon",1090,50,70.5,3,"Bacon"
14933,7929,"Nelson Lake","Radiocarbon",2840,50,114,2,"Bacon"
14933,7929,"Nelson Lake","Radiocarbon",2750,90,126.5,1,"Bacon"
14933,7929,"Nelson Lake","Radiocarbon",3930,60,166.5,1,"Bacon"
14933,7929,"Nelson Lake","Radiocarbon",5590,60,206.5,1,"Bacon"
14933,7929,"Nelson Lake","Radiocarbon",6710,90,218.5,1,"Bacon"
15032,7993,"Mud Lake","Core top",-49,NA,0,NA,"Bacon"
15032,7993,"Mud Lake","Ambrosia rise",100,NA,19,NA,"Bacon"
15032,7993,"Mud Lake","Radiocarbon",1400,60,109,2,"Bacon"
15032,7993,"Mud Lake","Radiocarbon",2530,140,185,2,"Bacon"
15032,7993,"Mud Lake","Radiocarbon",4640,90,296,2,"Bacon"
15032,7993,"Mud Lake","Radiocarbon",5830,100,338,2,"Bacon"
15032,7993,"Mud Lake","Radiocarbon",6990,100,396,2,"Bacon"
15032,7993,"Mud Lake","Radiocarbon",7460,80,438,2,"Bacon"
15032,7993,"Mud Lake","Radiocarbon",8700,180,594,2,"Bacon"
15035,7996,"Lily Lake","Core top",-42,NA,0,NA,"Bacon"
15035,7996,"Lily Lake","Radiocarbon",2140,60,315,10,"Bacon"
15035,7996,"Lily Lake","Radiocarbon",2690,270,352,20,"Bacon"
15035,7996,"Lily Lake","Radiocarbon",3695,310,475,10,"Bacon"
15035,7996,"Lily Lake","Radiocarbon",5465,170,627,14,"Bacon"
15035,7996,"Lily Lake","Radiocarbon",7900,230,749,14,"Bacon"
15035,7996,"Lily Lake","Radiocarbon",9420,180,887.5,1,"Bacon"
15167,8075,"Elk Lake","Core top",-28,NA,0,1,"linear interpolation"
15167,8075,"Elk Lake","Ambrosia rise",80,20,17.5,3,"linear interpolation"
15168,8076,"Elk Lake","Core top",-28,2,0,1,"linear interpolation"
15168,8076,"Elk Lake","Ambrosia rise",80,20,25,2,"linear interpolation"
15169,8077,"Elk Lake","Core top",-28,2,0,1,"linear interpolation"
15169,8077,"Elk Lake","Ambrosia rise",80,20,27.5,5,"linear interpolation"
15219,8103,"Elk Lake","Core top",-20,0,0,1,"linear interpolation"
15219,8103,"Elk Lake","Ambrosia rise",60,10,32,2,"linear interpolation"
15219,8103,"Elk Lake","Sediment stratigraphic",100,10,49,1,"linear interpolation"
15269,8133,"Elk Lake","Ambrosia rise",60,NA,46.5,1,"Bacon"
15269,8133,"Elk Lake","Annual laminations (varves)",58,10,46,0.9,"Bacon"
15269,8133,"Elk Lake","Annual laminations (varves)",62,10,47,0.6,"Bacon"
15269,8133,"Elk Lake","Annual laminations (varves)",66,10,48,0.6,"Bacon"
15269,8133,"Elk Lake","Annual laminations (varves)",76,10,51,0.34,"Bacon"
15269,8133,"Elk Lake","Annual laminations (varves)",86,10,55,0.34,"Bacon"
15269,8133,"Elk Lake","Annual laminations (varves)",96,10,57,0.25,"Bacon"
15269,8133,"Elk Lake","Annual laminations (varves)",106,10,60,0.23,"Bacon"
15269,8133,"Elk Lake","Annual laminations (varves)",116,10,62,0.23,"Bacon"
15269,8133,"Elk Lake","Annual laminations (varves)",129,10,65,0.18,"Bacon"
15269,8133,"Elk Lake","Annual laminations (varves)",149,10,68,0.18,"Bacon"
15269,8133,"Elk Lake","Annual laminations (varves)",169,10,72,0.18,"Bacon"
15228,8109,"St. Clair Lake","Core top",-20,0,0,1,"linear interpolation"
15228,8109,"St. Clair Lake","European settlement horizon",80,20,54,10,"linear interpolation"
15252,8124,"Ozawindib Lake","Core top",-23,1,0,0.5,"Bacon"
15252,8124,"Ozawindib Lake","Ambrosia rise",60,10,6.05,0.5,"Bacon"
15252,8124,"Ozawindib Lake","Radiocarbon",790,180,55,10,"Bacon"
15254,8125,"Little Horseshoe Lake","Core top",-30,0,0,1,"linear interpolation"
15254,8125,"Little Horseshoe Lake","Ambrosia rise",70,20,35,10,"linear interpolation"
15256,8126,"Cora Lake","Core top",-29,1,0,1,"linear interpolation"
15256,8126,"Cora Lake","Ambrosia rise",80,20,35,10,"linear interpolation"
15266,8131,"Tamarack Lake","Core top",-27,1,0,0.15,"linear interpolation"
15266,8131,"Tamarack Lake","European settlement horizon",100,10,96.65,1.7,"linear interpolation"
